1.0000e+02 1.0000e+02 7.6777e+01 1.0000e+02 1.0000e+02 1.0000e+02 1.0000e+02 9.1311e+01 1.0000e+02 1.0000e+02 1.0000e+02 1.0000e+02 9.1676e+01 1.0000e+02 9.0299e+01 1.0000e+02 1.0000e+02 1.0000e+02 1.0000e+02 6.2696e+01 1.0000e+02
-1.0000e+02 -3.0227e+00 3.0332e+01 5.3386e+01 6.4497e+01 7.0473e+01 7.3571e+01 7.3932e+01 7.7293e+01 7.8611e+01 7.8819e+01 7.7929e+01 7.5028e+01 7.4774e+01 7.0896e+01 6.9678e+01 6.4562e+01 5.4501e+01 3.4326e+01 -1.1912e+01 -1.0000e+02
-1.0000e+02 -4.2422e+01 -5.8133e+00 1.8713e+01 3.4130e+01 4.3825e+01 4.9878e+01 5.3554e+01 5.6630e+01 5.8333e+01 5.8735e+01 5.7870e+01 5.5734e+01 5.3171e+01 4.8832e+01 4.3253e+01 3.4068e+01 1.9117e+01 -5.2856e+00 -4.4668e+01 -1.0000e+02
-1.0000e+02 -6.0854e+01 -2.9876e+01 -6.8492e+00 9.4849e+00 2.0818e+01 2.8561e+01 3.3777e+01 3.7338e+01 3.9356e+01 3.9919e+01 3.9080e+01 3.6866e+01 3.3345e+01 2.8010e+01 2.0434e+01 9.3414e+00 -6.8154e+00 -2.9917e+01 -6.1476e+01 -1.0000e+02
-1.0000e+02 -7.1116e+01 -4.5987e+01 -2.5719e+01 -1.0160e+01 1.4022e+00 9.7717e+00 1.5654e+01 1.9591e+01 2.1832e+01 2.2505e+01 2.1666e+01 1.9305e+01 1.5333e+01 9.4277e+00 1.1300e+00 -1.0321e+01 -2.5803e+01 -4.6092e+01 -7.1319e+01 -1.0000e+02
-1.0000e+02 -7.7624e+01 -5.7239e+01 -3.9880e+01 -2.5808e+01 -1.4821e+01 -6.5307e+00 -5.2429e-01 3.5397e+00 5.8758e+00 6.6041e+00 5.7715e+00 3.3564e+00 -7.4623e-01 -6.7621e+00 -1.5020e+01 -2.5953e+01 -3.9983e+01 -5.7329e+01 -7.7709e+01 -1.0000e+02
-1.0000e+02 -8.2141e+01 -6.5463e+01 -5.0754e+01 -3.8370e+01 -2.8350e+01 -2.0549e+01 -1.4760e+01 -1.0784e+01 -8.4728e+00 -7.7364e+00 -8.5404e+00 -1.0905e+01 -1.4913e+01 -2.0710e+01 -2.8496e+01 -3.8489e+01 -5.0845e+01 -6.5534e+01 -8.2188e+01 -1.0000e+02
-1.0000e+02 -8.5479e+01 -7.1719e+01 -5.9302e+01 -4.8571e+01 -3.9658e+01 -3.2556e+01 -2.7184e+01 -2.3444e+01 -2.1247e+01 -2.0537e+01 -2.1292e+01 -2.3525e+01 -2.7289e+01 -3.2669e+01 -3.9765e+01 -4.8663e+01 -5.9376e+01 -7.1772e+01 -8.5509e+01 -1.0000e+02
-1.0000e+02 -8.8054e+01 -7.6632e+01 -6.6166e+01 -5.6953e+01 -4.9155e+01 -4.2832e+01 -3.7978e+01 -3.4559e+01 -3.2534e+01 -3.1873e+01 -3.2564e+01 -3.4614e+01 -3.8050e+01 -4.2911e+01 -4.9233e+01 -5.7022e+01 -6.6222e+01 -7.6672e+01 -8.8075e+01 -1.0000e+02
-1.0000e+02 -9.0105e+01 -8.0588e+01 -7.1777e+01 -6.3920e+01 -5.7178e+01 -5.1638e+01 -4.7338e+01 -4.4281e+01 -4.2458e+01 -4.1859e+01 -4.2478e+01 -4.4318e+01 -4.7387e+01 -5.1694e+01 -5.7233e+01 -6.3970e+01 -7.1818e+01 -8.0617e+01 -9.0120e+01 -1.0000e+02
