-1.0000e+02 -9.1778e+01 -8.3838e+01 -7.6435e+01 -6.9772e+01 -6.3997e+01 -5.9206e+01 -5.5455e+01 -5.2769e+01 -5.1158e+01 -5.0626e+01 -5.1171e+01 -5.2793e+01 -5.5487e+01 -5.9244e+01 -6.4035e+01 -6.9807e+01 -7.6464e+01 -8.3859e+01 -9.1789e+01 -1.0000e+02
-1.0000e+02 -9.3168e+01 -8.6553e+01 -8.0353e+01 -7.4737e+01 -6.9833e+01 -6.5736e+01 -6.2506e+01 -6.0181e+01 -5.8781e+01 -5.8316e+01 -5.8789e+01 -6.0196e+01 -6.2526e+01 -6.5759e+01 -6.9857e+01 -7.4760e+01 -8.0372e+01 -8.6567e+01 -9.3175e+01 -1.0000e+02
-1.0000e+02 -9.4341e+01 -8.8852e+01 -8.3689e+01 -7.8989e+01 -7.4864e+01 -7.1398e+01 -6.8653e+01 -6.6668e+01 -6.5469e+01 -6.5069e+01 -6.5473e+01 -6.6675e+01 -6.8662e+01 -7.1410e+01 -7.4876e+01 -7.9001e+01 -8.3699e+01 -8.8860e+01 -9.4346e+01 -1.0000e+02
-1.0000e+02 -9.5345e+01 -9.0824e+01 -8.6560e+01 -8.2666e+01 -7.9235e+01 -7.6340e+01 -7.4039e+01 -7.2370e+01 -7.1359e+01 -7.1020e+01 -7.1358e+01 -7.2369e+01 -7.4038e+01 -7.6341e+01 -7.9237e+01 -8.2670e+01 -8.6565e+01 -9.0828e+01 -9.5348e+01 -1.0000e+02
-1.0000e+02 -9.6217e+01 -9.2538e+01 -8.9063e+01 -8.5882e+01 -8.3069e+01 -8.0690e+01 -7.8793e+01 -7.7414e+01 -7.6577e+01 -7.6294e+01 -7.6571e+01 -7.7404e+01 -7.8782e+01 -8.0679e+01 -8.3061e+01 -8.5877e+01 -8.9062e+01 -9.2538e+01 -9.6217e+01 -1.0000e+02
-1.0000e+02 -9.6983e+01 -9.4048e+01 -9.1273e+01 -8.8728e+01 -8.6471e+01 -8.4557e+01 -8.3028e+01 -8.1916e+01 -8.1240e+01 -8.1009e+01 -8.1228e+01 -8.1896e+01 -8.3005e+01 -8.4534e+01 -8.6452e+01 -8.8715e+01 -9.1267e+01 -9.4047e+01 -9.6983e+01 -1.0000e+02
-1.0000e+02 -9.7668e+01 -9.5399e+01 -9.3254e+01 -9.1284e+01 -8.9532e+01 -8.8040e+01 -8.6846e+01 -8.5983e+01 -8.5459e+01 -8.5275e+01 -8.5437e+01 -8.5947e+01 -8.6808e+01 -8.8000e+01 -8.9499e+01 -9.1263e+01 -9.3246e+01 -9.5398e+01 -9.7668e+01 -1.0000e+02
-1.0000e+02 -9.8289e+01 -9.6626e+01 -9.5062e+01 -9.3621e+01 -9.2332e+01 -9.1225e+01 -9.0334e+01 -8.9713e+01 -8.9336e+01 -8.9197e+01 -8.9297e+01 -8.9647e+01 -9.0280e+01 -9.1158e+01 -9.2282e+01 -9.3594e+01 -9.5055e+01 -9.6632e+01 -9.8291e+01 -1.0000e+02
-1.0000e+02 -9.8863e+01 -9.7753e+01 -9.6745e+01 -9.5807e+01 -9.4952e+01 -9.4193e+01 -9.3554e+01 -9.3197e+01 -9.2975e+01 -9.2879e+01 -9.2907e+01 -9.3065e+01 -9.3507e+01 -9.4071e+01 -9.4876e+01 -9.5775e+01 -9.6748e+01 -9.7783e+01 -9.8865e+01 -1.0000e+02
-1.0000e+02 -9.9411e+01 -9.8779e+01 -9.8359e+01 -9.7910e+01 -9.7476e+01 -9.7040e+01 -9.6492e+01 -9.6545e+01 -9.6490e+01 -9.6439e+01 -9.6386e+01 -9.6199e+01 -9.6612e+01 -9.6743e+01 -9.7375e+01 -9.7882e+01 -9.8380e+01 -9.8887e+01 -9.9387e+01 -1.0000e+02
-1.0000e+02 -1.0000e+02 -9.9593e+01 -1.0000e+02 -1.0000e+02 -1.0000e+02 -1.0000e+02 -9.8831e+01 -1.0000e+02 -1.0000e+02 -1.0000e+02 -1.0000e+02 -9.8733e+01 -1.0000e+02 -9.8914e+01 -1.0000e+02 -1.0000e+02 -1.0000e+02 -1.0000e+02 -9.9796e+01 -1.0000e+02
